LocationCode,DateTime,WindSpeed(m/s),Pressure(hpa),Temperature(°C),Humidity(%),Sunlight(Lux),Power(mW)
1,2024-01-04 07:30:00,3.6476400599999996,1016.4950000000001,15.209999999999999,100.0,4038.75,40.04
1,2024-01-04 07:40:00,3.95664999,1016.539,15.530000000000001,98.97,5088.666,62.4
1,2024-01-04 07:50:00,0.80074,1016.655,15.780000000000001,95.63,5937.084,84.22
1,2024-01-04 08:00:00,0.0,1016.824,16.03,92.72999999999999,6521.334,99.66
1,2024-01-04 08:10:00,0.0,1016.914,16.3,90.58,7214.082,120.71
1,2024-01-04 08:20:00,0.0,1017.0719999999999,16.619999999999997,89.8,7620.834,135.11
1,2024-01-04 08:30:00,0.0,1017.2040000000001,16.830000000000002,89.07000000000001,8065.918,149.64
1,2024-01-04 08:40:00,0.0,1017.275,17.1,88.83,8736.167,175.18
1,2024-01-04 08:50:00,0.0,1017.3430000000001,17.45,87.42,9704.168,215.14
1,2024-01-05 06:20:00,0.0,1015.2566666666667,11.3,100.0,89.07444444444444,0.14
1,2024-01-05 06:30:00,0.0,1015.274,11.41,100.0,404.08299999999997,0.92
1,2024-01-05 06:40:00,0.0,1015.2629999999999,11.59,100.0,1106.667,4.48
1,2024-01-05 06:50:00,0.0,1015.3129999999999,12.02,100.0,2281.915,19.12
1,2024-01-05 07:00:00,0.0,1015.3190000000001,12.72,100.0,4887.751,165.65
1,2024-01-05 07:10:00,0.0,1015.384,14.38,100.0,9335.5,567.98
1,2024-01-05 07:20:00,0.0,1015.483,16.42,100.0,13769.75,1016.81
1,2024-01-05 07:30:00,0.0,1015.5539999999999,18.44,97.31,19419.249,1729.07
1,2024-01-05 07:40:00,1.05875001,1015.667,19.93,81.47,25855.165,2707.95
1,2024-01-05 07:50:00,1.01264997,1015.744,21.46,71.45,32208.081,3771.3
1,2024-01-05 08:00:00,0.0,1015.7450000000001,22.97,63.42999999999999,38149.244,4841.47
1,2024-01-05 08:10:00,0.0,1015.7760000000001,24.080000000000002,59.470000000000006,43991.634,5818.07
1,2024-01-05 08:20:00,2.1369800000000003,1015.8130000000001,24.869999999999997,57.3,50508.176,7138.5
1,2024-01-05 08:30:00,0.782,1015.863,26.29,53.67999999999999,55909.762,8602.47
1,2024-01-05 08:40:00,1.347,1015.909,27.54,49.21,61080.27099999999,9914.64
1,2024-01-05 08:50:00,1.55374,1015.939,27.1,49.94,66768.27900000001,11322.869999999999
1,2024-01-07 06:30:00,0.0,1016.4425,17.6,100.0,37.5,0.0
1,2024-01-07 06:40:00,0.041999999999999996,1016.6940000000001,17.6,100.0,95.917,0.04
1,2024-01-07 06:50:00,0.024,1016.7459999999999,17.610000000000003,100.0,301.41700000000003,0.54
1,2024-01-07 07:00:00,0.0,1016.825,17.7,100.0,462.08299999999997,1.0
1,2024-01-07 07:10:00,0.03,1016.9379999999999,17.79,100.0,758.3340000000001,2.27
1,2024-01-07 07:20:00,0.0,1017.11,17.81,100.0,1065.583,3.66
1,2024-01-07 07:30:00,0.036,1017.3389999999999,17.889999999999997,100.0,1087.501,3.52
1,2024-01-07 07:40:00,0.09,1017.5379999999999,17.889999999999997,100.0,1102.416,3.6799999999999997
1,2024-01-07 07:50:00,0.024,1017.699,17.9,100.0,1739.3319999999999,8.32
1,2024-01-07 08:00:00,0.10200000000000001,1017.733,18.03,100.0,2345.083,13.79
1,2024-01-07 08:10:00,0.012,1017.848,18.169999999999998,100.0,2169.499,12.25
1,2024-01-07 08:20:00,0.0,1017.905,18.25,100.0,2279.666,13.45
1,2024-01-07 08:30:00,0.0,1017.9739999999999,18.31,100.0,2286.167,12.87
1,2024-01-07 08:40:00,0.0,1018.088,18.46,100.0,1981.998,10.32
1,2024-01-07 08:50:00,0.024,1018.223,18.52,100.0,2414.584,13.78
1,2024-01-08 06:20:00,0.0,1016.0514285714286,14.671428571428569,100.0,57.73857142857143,0.05
1,2024-01-08 06:30:00,0.054000000000000006,1016.048,14.530000000000001,100.0,248.41500000000002,0.33999999999999997
1,2024-01-08 06:40:00,0.16799999999999998,1016.14,14.51,100.0,728.915,1.77
1,2024-01-08 06:50:00,0.517,1016.234,14.66,100.0,1691.083,9.57
1,2024-01-08 07:00:00,0.968,1016.381,15.040000000000001,100.0,3269.583,32.93
1,2024-01-08 07:10:00,0.012,1016.448,15.5,100.0,5318.5830000000005,84.75999999999999
1,2024-01-08 07:20:00,0.03,1016.5040000000001,16.080000000000002,100.0,7280.666,171.24
1,2024-01-08 07:30:00,0.0,1016.5020000000001,16.5,100.0,8549.668,199.0
1,2024-01-08 07:40:00,0.048,1016.5279999999999,16.91,100.0,9614.083,255.32999999999998
1,2024-01-08 07:50:00,0.10200000000000001,1016.646,17.43,100.0,16017.333999999999,880.97
1,2024-01-08 08:00:00,0.462,1016.634,19.3,100.0,20343.083000000002,1326.34
1,2024-01-08 08:10:00,0.697,1016.7139999999999,20.8,91.96000000000001,23013.165,1441.65
1,2024-01-08 08:20:00,0.27,1016.609,21.44,85.61,28986.140000000003,2256.59
1,2024-01-08 08:30:00,0.18,1016.5889999999999,24.15,75.97999999999999,37589.156,4389.16
1,2024-01-08 08:40:00,0.931,1016.759,25.169999999999998,64.32000000000001,31006.038,2555.81
1,2024-01-08 08:50:00,0.595,1016.8879999999999,24.34,65.61,26201.963,2165.0699999999997
1,2024-01-09 06:20:00,0.44,1010.9466666666667,14.11111111111111,100.0,57.50111111111111,0.07
1,2024-01-09 06:30:00,0.36,1011.0219999999999,14.24,100.0,224.002,0.34
1,2024-01-09 06:40:00,0.31799999999999995,1011.168,14.419999999999998,100.0,561.835,0.99
1,2024-01-09 06:50:00,0.47400000000000003,1011.2280000000001,14.530000000000001,100.0,1158.667,3.3600000000000003
1,2024-01-09 07:00:00,0.924,1011.3399999999999,14.690000000000001,100.0,2152.416,12.03
1,2024-01-09 07:10:00,1.214,1011.342,15.01,100.0,5778.834,265.05
1,2024-01-09 07:20:00,1.734,1011.382,17.259999999999998,100.0,15515.0,1476.9
1,2024-01-09 07:30:00,1.172,1011.517,19.52,100.0,10109.751,631.92
1,2024-01-09 07:40:00,0.8459999999999999,1011.592,17.84,100.0,5405.251,67.33
1,2024-01-09 07:50:00,1.0219999999999998,1011.725,16.669999999999998,100.0,5861.251,72.11
1,2024-01-09 08:00:00,0.312,1011.7520000000001,16.330000000000002,100.0,7493.6669999999995,125.3
1,2024-01-09 08:10:00,0.282,1011.8219999999999,16.59,100.0,10528.917,253.82
1,2024-01-09 08:20:00,0.24,1011.8299999999999,16.96,100.0,13011.75,370.31
1,2024-01-09 08:30:00,0.8400000000000001,1011.8460000000001,18.119999999999997,100.0,38173.377,4312.08
1,2024-01-09 08:40:00,1.046,1011.741,22.96,84.86,68482.499,11632.32
1,2024-01-09 08:50:00,1.045,1011.708,27.2,61.629999999999995,72668.141,12384.86
1,2024-01-10 06:20:00,0.16499999999999998,1010.05,17.9,100.0,40.417500000000004,0.0
1,2024-01-10 06:30:00,0.13799999999999998,1010.0899999999999,17.9,100.0,95.248,0.1
1,2024-01-10 06:40:00,0.06,1010.207,17.98,100.0,246.75,0.64
1,2024-01-10 06:50:00,0.048,1010.3879999999999,18.05,100.0,449.668,1.3800000000000001
1,2024-01-10 07:00:00,0.06,1010.49,18.110000000000003,100.0,961.751,4.24
1,2024-01-10 07:10:00,0.054000000000000006,1010.6119999999999,18.21,100.0,1492.1680000000001,7.720000000000001
1,2024-01-10 07:20:00,0.0,1010.726,18.330000000000002,100.0,1882.583,10.14
1,2024-01-10 07:30:00,0.348,1010.766,18.439999999999998,100.0,1756.7489999999998,8.78
1,2024-01-10 07:40:00,0.041999999999999996,1010.893,18.509999999999998,100.0,1724.2510000000002,8.73
1,2024-01-10 07:50:00,0.0,1011.064,18.62,100.0,2784.833,20.88
1,2024-01-10 08:00:00,0.0,1011.2209999999999,18.830000000000002,100.0,3747.5,37.56
1,2024-01-10 08:10:00,0.0,1011.342,19.19,100.0,5074.835,67.49
1,2024-01-10 08:20:00,0.324,1011.493,19.43,100.0,8301.5,173.47
1,2024-01-10 08:30:00,0.0,1011.6780000000001,19.52,100.0,8518.166000000001,174.74
1,2024-01-10 08:40:00,0.522,1011.742,19.79,100.0,13664.832999999999,449.3
1,2024-01-10 08:50:00,0.624,1011.8340000000001,19.68,100.0,12904.917,403.23
1,2024-01-12 06:20:00,0.18,1013.884,12.0,100.0,44.334,0.0
1,2024-01-12 06:30:00,0.45599999999999996,1013.9649999999999,12.0,100.0,164.667,0.19
1,2024-01-12 06:40:00,0.16799999999999998,1014.067,12.0,100.0,429.584,0.73
1,2024-01-12 06:50:00,0.16199999999999998,1014.132,12.09,100.0,803.1659999999999,2.21
1,2024-01-12 07:00:00,0.942,1014.2030000000001,12.379999999999999,100.0,1172.335,4.45
1,2024-01-12 07:10:00,0.876,1014.243,12.819999999999999,100.0,2227.666,26.54
1,2024-01-12 07:20:00,0.384,1014.275,13.51,100.0,3483.916,46.03
1,2024-01-12 07:30:00,0.36666666666666664,1014.3433333333334,14.022222222222222,100.0,5054.214444444445,92.02
1,2024-01-12 07:40:00,0.372,1014.3790000000001,14.59,100.0,6764.1669999999995,125.74000000000001
1,2024-01-12 07:50:00,0.751,1014.461,15.05,100.0,9023.418,221.53
1,2024-01-12 08:00:00,0.13799999999999998,1014.418,15.91,100.0,12188.999,400.46000000000004
1,2024-01-12 08:10:00,0.726,1014.4110000000001,16.85,97.07000000000001,14286.499,536.67
1,2024-01-12 08:20:00,0.6910000000000001,1014.408,17.65,91.2,25707.198,2005.55
1,2024-01-12 08:30:00,0.861,1014.4399999999999,19.52,80.13,27586.083000000002,2030.4
1,2024-01-12 08:40:00,0.13199999999999998,1014.4280000000001,20.53,74.67,28127.087,1849.05
1,2024-01-12 08:50:00,0.144,1014.396,21.41,68.8,31747.499,2369.2
1,2024-01-13 06:20:00,0.09000000000000001,1014.875,13.683333333333332,100.0,47.22,0.02
1,2024-01-13 06:30:00,0.13799999999999998,1014.9469999999999,13.77,100.0,193.834,0.29
1,2024-01-13 06:40:00,0.0,1015.0690000000001,13.98,100.0,700.75,1.65
1,2024-01-13 06:50:00,0.156,1015.149,13.930000000000001,100.0,1496.001,6.17
1,2024-01-13 07:00:00,0.324,1015.253,14.01,100.0,2210.333,11.72
1,2024-01-13 07:10:00,0.012,1015.39,14.27,100.0,3651.583,34.12
1,2024-01-13 07:20:00,0.012,1015.517,14.8,100.0,5012.666,61.7
1,2024-01-13 07:30:00,0.048,1015.628,15.38,100.0,6183.4169999999995,91.82
1,2024-01-13 07:40:00,0.126,1015.716,15.919999999999998,100.0,7689.918,139.14
1,2024-01-13 07:50:00,0.174,1015.8280000000001,16.64,100.0,8418.5,166.5
1,2024-01-13 08:00:00,0.27,1015.9530000000001,17.29,100.0,9745.083999999999,223.52
1,2024-01-13 08:10:00,0.13799999999999998,1016.052,17.919999999999998,100.0,11052.833999999999,283.04
1,2024-01-13 08:20:00,0.198,1016.213,18.78,100.0,20439.75,1117.5
1,2024-01-13 08:30:00,0.40199999999999997,1016.342,20.31,92.74,19670.834,891.95
1,2024-01-13 08:40:00,0.08399999999999999,1016.4350000000001,20.82,85.12,21560.5,1035.26
1,2024-01-13 08:50:00,0.08399999999999999,1016.574,21.95,82.11,24265.416,1273.82
1,2024-01-14 06:20:00,0.036,1016.6,14.679999999999998,100.0,41.998000000000005,0.02
1,2024-01-14 06:30:00,0.036,1016.6869999999999,14.7,100.0,168.416,0.25
1,2024-01-14 06:40:00,0.0,1016.7789999999999,14.7,100.0,504.75,0.89
1,2024-01-14 06:50:00,0.10800000000000001,1016.8130000000001,14.74,100.0,1054.833,2.88
1,2024-01-14 07:00:00,0.462,1016.872,14.940000000000001,100.0,2129.75,10.73
1,2024-01-14 07:10:00,0.7390000000000001,1016.9190000000001,15.2,100.0,3472.416,27.32
1,2024-01-14 07:20:00,0.7859999999999999,1017.0229999999999,15.39,100.0,4143.501,37.68
1,2024-01-14 07:30:00,0.576,1017.1719999999999,15.66,100.0,6186.335,86.66
1,2024-01-14 07:40:00,0.7140000000000001,1017.186,16.18,100.0,7776.3330000000005,132.12
1,2024-01-14 07:50:00,1.149,1017.292,16.59,100.0,9278.166000000001,187.43
1,2024-01-14 08:00:00,1.3900000000000001,1017.358,16.85,100.0,10449.75,230.6
1,2024-01-14 08:10:00,0.46799999999999997,1017.372,17.009999999999998,100.0,12615.001,332.52
1,2024-01-14 08:20:00,0.384,1017.3709999999999,17.71,100.0,24540.762,1609.93
1,2024-01-14 08:30:00,0.258,1017.4100000000001,19.28,96.19,18712.25,753.42
1,2024-01-14 08:40:00,0.708,1017.5350000000001,19.869999999999997,89.56,31820.665,2216.7400000000002
1,2024-01-14 08:50:00,0.13799999999999998,1017.6020000000001,22.130000000000003,78.94,49692.799,5780.49
1,2024-01-16 06:20:00,0.0,1018.49,15.8,100.0,35.415,0.0
1,2024-01-16 06:30:00,0.0,1018.548,15.8,100.0,107.667,0.14
1,2024-01-16 06:40:00,0.0,1018.6379999999999,15.8,100.0,309.834,0.65
1,2024-01-16 06:50:00,0.024,1018.713,15.820000000000002,100.0,561.8340000000001,1.51
1,2024-01-16 07:00:00,0.0,1018.8209999999999,15.9,100.0,802.249,2.48
1,2024-01-16 07:10:00,0.0,1018.74,15.940000000000001,100.0,1578.333,7.65
1,2024-01-16 07:20:00,0.08399999999999999,1018.8620000000001,16.14,100.0,2078.835,11.46
1,2024-01-16 07:30:00,0.018,1018.9219999999999,16.21,100.0,2609.834,16.01
1,2024-01-16 07:40:00,0.0,1018.991,16.32,100.0,2925.833,21.55
1,2024-01-16 07:50:00,0.0,1019.055,16.46,100.0,3583.666,34.35
1,2024-01-16 08:00:00,0.0,1019.2479999999999,16.65,100.0,4212.499,44.79
1,2024-01-16 08:10:00,0.0,1019.3430000000001,16.85,100.0,6757.416,105.53
1,2024-01-16 08:20:00,0.0,1019.5020000000001,17.23,100.0,9059.5,177.23
1,2024-01-16 08:30:00,0.06599999999999999,1019.659,17.6,100.0,8891.499,175.95
1,2024-01-16 08:40:00,0.096,1019.824,17.8,100.0,7816.250999999999,142.18
1,2024-01-16 08:50:00,0.078,1019.8860000000001,17.95,100.0,10962.999,263.09
1,2024-01-18 06:20:00,0.6942857142857143,1012.9857142857143,13.371428571428572,100.0,65.71428571428571,0.07
1,2024-01-18 06:30:00,0.40800000000000003,1013.0350000000001,13.370000000000001,100.0,296.082,0.59
1,2024-01-18 06:40:00,1.389,1013.158,13.34,100.0,884.249,3.02
1,2024-01-18 06:50:00,0.8290000000000001,1013.326,13.73,100.0,1908.583,12.12
1,2024-01-18 07:00:00,1.1179999999999999,1013.408,14.11,100.0,3146.25,31.03
1,2024-01-18 07:10:00,0.43200000000000005,1013.555,14.36,100.0,4943.6669999999995,72.9
1,2024-01-18 07:20:00,1.244,1013.5539999999999,14.65,100.0,6079.0830000000005,103.36
1,2024-01-18 07:30:00,1.044,1013.61,14.930000000000001,100.0,7371.1669999999995,150.25
1,2024-01-18 07:40:00,0.27,1013.75,15.290000000000001,100.0,16153.832,1074.48
1,2024-01-18 07:50:00,0.48,1013.8430000000001,17.259999999999998,100.0,29085.337,2945.35
1,2024-01-18 08:00:00,1.3969999999999998,1013.906,19.7,96.89,22888.49,1847.92
1,2024-01-18 08:10:00,1.583,1013.905,19.25,91.42,22623.107,1994.15
1,2024-01-18 08:20:00,0.642,1013.9959999999999,19.9,88.66,47895.739,5903.34
1,2024-01-18 08:30:00,0.702,1013.9530000000001,24.119999999999997,71.32000000000001,57319.806,8148.299999999999
1,2024-01-18 08:40:00,0.48600000000000004,1014.0139999999999,26.26,60.1,56752.686,8061.73
1,2024-01-18 08:50:00,1.022,1014.018,28.04,52.220000000000006,78479.954,12645.77
1,2024-01-20 06:20:00,0.0,1009.115,16.2625,100.0,70.4175,0.16
1,2024-01-20 06:30:00,0.132,1009.182,16.18,100.0,312.00100000000003,0.78
1,2024-01-20 06:40:00,0.6839999999999999,1009.2869999999999,16.28,100.0,991.0,4.83
1,2024-01-20 06:50:00,0.396,1009.4130000000001,16.47,100.0,1870.667,11.870000000000001
1,2024-01-20 07:00:00,0.192,1009.5,16.610000000000003,100.0,3231.334,40.75
1,2024-01-20 07:10:00,0.06,1009.716,17.009999999999998,100.0,4986.25,83.65
1,2024-01-20 07:20:00,0.03,1009.8549999999999,17.490000000000002,100.0,4646.5830000000005,59.44
1,2024-01-20 07:30:00,0.024,1009.9559999999999,17.62,100.0,5549.334,69.75
1,2024-01-20 07:40:00,0.18,1010.0350000000001,17.9,100.0,7466.0830000000005,127.87
1,2024-01-20 07:50:00,0.041999999999999996,1010.0110000000001,18.3,100.0,6958.6669999999995,115.27000000000001
1,2024-01-20 08:00:00,0.186,1010.137,18.81,100.0,15296.25,607.72
1,2024-01-20 08:10:00,0.782,1010.216,20.28,100.0,23168.749,1371.9
1,2024-01-20 08:20:00,0.931,1010.3629999999999,22.169999999999998,100.0,37984.783,3360.37
1,2024-01-20 08:30:00,0.384,1010.358,24.369999999999997,94.11,38416.835999999996,3317.03
1,2024-01-20 08:40:00,0.367,1010.36,25.419999999999998,81.76,26160.124,1605.6399999999999
1,2024-01-20 08:50:00,0.294,1010.3370000000001,25.77,78.52000000000001,45509.158,4897.45
1,2024-01-21 06:20:00,0.0,1014.14,16.9,100.0,28.75,0.0
1,2024-01-21 06:30:00,0.0,1014.2222222222222,16.88888888888889,100.0,82.77666666666667,0.07
1,2024-01-21 06:40:00,0.15,1014.439,16.8,100.0,221.16800000000003,0.35
1,2024-01-21 06:50:00,0.16799999999999998,1014.5409999999999,16.71,100.0,562.0840000000001,1.6500000000000001
1,2024-01-21 07:00:00,0.04363636363636363,1014.6954545454545,16.709090909090907,100.0,910.2272727272727,3.68
1,2024-01-21 07:10:00,0.036,1014.856,16.759999999999998,100.0,1462.166,7.1000000000000005
1,2024-01-21 07:20:00,0.15333333333333332,1014.9055555555556,16.811111111111114,100.0,2525.554444444444,16.1
1,2024-01-21 07:30:00,0.012,1015.052,16.93,100.0,3751.251,35.36
1,2024-01-21 07:40:00,0.06,1015.142,17.21,100.0,3872.834,36.76
1,2024-01-21 07:50:00,0.018,1015.22,17.4,100.0,3516.583,30.31
1,2024-01-21 08:00:00,0.01636363636363636,1015.2909090909092,17.481818181818184,100.0,3110.453636363636,26.65
1,2024-01-21 08:10:00,0.0,1015.378,17.55,100.0,3260.583,26.65
1,2024-01-21 08:20:00,0.0,1015.549,17.630000000000003,100.0,3641.916,33.08
1,2024-01-21 08:30:00,0.012,1015.631,17.830000000000002,100.0,4663.334,52.480000000000004
1,2024-01-21 08:40:00,0.0,1015.7239999999999,18.05,100.0,4816.75,55.83
1,2024-01-21 08:50:00,0.024,1015.74,18.23,100.0,5343.5830000000005,68.62
1,2024-01-22 06:20:00,0.075,1016.495,15.7,100.0,41.875,0.0
1,2024-01-22 06:30:00,0.024,1016.6289999999999,15.7,100.0,156.584,0.23
1,2024-01-22 06:40:00,0.041999999999999996,1016.7119999999999,15.719999999999999,100.0,608.5840000000001,1.65
1,2024-01-22 06:50:00,0.078,1016.856,15.820000000000002,100.0,1053.666,3.5100000000000002
1,2024-01-22 07:00:00,0.024,1017.008,15.959999999999999,100.0,1059.251,3.0100000000000002
1,2024-01-22 07:10:00,0.0,1017.109,16.04,100.0,1449.417,5.92
1,2024-01-22 07:20:00,0.0,1017.195,16.25,100.0,2924.332,22.349999999999998
1,2024-01-22 07:30:00,0.054000000000000006,1017.251,16.759999999999998,100.0,4595.166,51.35
1,2024-01-22 07:40:00,0.426,1017.183,17.330000000000002,100.0,7452.75,128.14
1,2024-01-22 07:50:00,0.33599999999999997,1017.189,17.9,100.0,9023.499,181.42
1,2024-01-22 08:00:00,0.39,1017.241,18.44,100.0,10906.251,264.19
1,2024-01-22 08:10:00,0.156,1017.2459999999999,18.9,100.0,11263.167,294.6
1,2024-01-22 08:20:00,0.105,1017.22375,19.625,100.0,14172.8125,368.39
1,2024-01-22 08:30:00,0.018,1017.2030000000001,20.47,100.0,16422.834,613.51
1,2024-01-22 08:40:00,0.0,1017.1970000000001,21.78,99.14,21690.749,1167.22
1,2024-01-22 08:50:00,0.0,1017.219,25.6,88.2,70312.99100000001,12302.95
1,2024-01-23 06:20:00,0.21,1019.8925,11.350000000000001,100.0,47.4975,0.05
1,2024-01-23 06:30:00,0.198,1020.043,11.3,100.0,137.334,0.16
1,2024-01-23 06:40:00,0.0,1019.97,11.25,100.0,413.58299999999997,0.76
1,2024-01-23 06:50:00,0.0,1019.874,11.24,100.0,1187.167,5.4
1,2024-01-23 07:00:00,0.096,1019.969,11.42,100.0,2200.666,16.48
1,2024-01-23 07:10:00,0.0,1020.309,11.67,100.0,3400.084,33.47
1,2024-01-23 07:20:00,0.0,1020.5379999999999,11.85,100.0,3224.5,29.4
1,2024-01-23 07:30:00,0.414,1020.725,11.860000000000001,100.0,3415.333,31.4
1,2024-01-23 07:40:00,0.10800000000000001,1020.835,11.940000000000001,100.0,6778.252,127.31
1,2024-01-23 07:50:00,0.024,1020.8309999999999,12.5,100.0,7481.582,142.24
1,2024-01-23 08:00:00,0.0,1020.741,12.870000000000001,100.0,7087.75,118.7
1,2024-01-23 08:10:00,0.09,1020.818,13.030000000000001,100.0,9943.333999999999,248.17
1,2024-01-23 08:20:00,0.10200000000000001,1020.932,13.5,100.0,12923.916000000001,387.34
1,2024-01-23 08:30:00,0.08399999999999999,1021.1540000000001,13.719999999999999,100.0,9680.585000000001,218.95
1,2024-01-23 08:40:00,0.11399999999999999,1021.4219999999999,13.530000000000001,100.0,6657.168,102.76
1,2024-01-23 08:50:00,0.20400000000000001,1021.4379999999999,13.430000000000001,100.0,11337.751,314.97
1,2024-01-24 06:20:00,0.0,1022.72,10.9,100.0,25.0,0.0
1,2024-01-24 06:30:00,0.0,1022.738,10.9,100.0,70.999,0.1
1,2024-01-24 06:40:00,0.0,1022.7760000000001,10.88,100.0,199.83200000000002,0.28
1,2024-01-24 06:50:00,0.0,1022.844,10.81,100.0,427.16700000000003,0.8200000000000001
1,2024-01-24 07:00:00,0.0,1022.845,10.870000000000001,100.0,771.5,2.11
1,2024-01-24 07:10:00,0.0,1022.983,11.02,100.0,1181.001,4.32
1,2024-01-24 07:20:00,0.0,1023.134,11.12,100.0,1448.915,5.93
1,2024-01-24 07:30:00,0.0,1023.1940000000001,11.219999999999999,100.0,1812.916,8.91
1,2024-01-24 07:40:00,0.0,1023.256,11.370000000000001,100.0,2116.833,11.8
