LocationCode,DateTime,Power(mW)
1,2024-01-04 12:40:00,2966.26
1,2024-01-04 12:50:00,3609.3199999999997
1,2024-01-04 13:00:00,5394.42
1,2024-01-04 13:10:00,3466.25
1,2024-01-04 13:20:00,2243.09
1,2024-01-04 13:30:00,2284.33
1,2024-01-04 13:40:00,1193.76
1,2024-01-04 13:50:00,480.52
1,2024-01-04 14:00:00,202.93
1,2024-01-04 14:10:00,119.04
1,2024-01-04 14:20:00,68.88
1,2024-01-04 14:30:00,48.11
1,2024-01-04 14:40:00,39.09
1,2024-01-04 14:50:00,28.93
1,2024-01-04 15:00:00,26.42
1,2024-01-04 15:10:00,26.16
1,2024-01-04 15:20:00,27.83
1,2024-01-04 15:30:00,32.81
1,2024-01-04 15:40:00,36.87
1,2024-01-04 15:50:00,46.34
1,2024-01-04 16:00:00,50.86
1,2024-01-04 16:10:00,31.33
1,2024-01-04 16:20:00,22.53
1,2024-01-04 16:30:00,13.54
1,2024-01-04 16:40:00,8.2
1,2024-01-04 16:50:00,4.05
1,2024-01-05 09:00:00,12636.34
1,2024-01-05 09:10:00,13474.89
1,2024-01-05 09:20:00,14442.02
1,2024-01-05 09:30:00,15266.48
1,2024-01-05 09:40:00,15999.210000000001
1,2024-01-05 09:50:00,16462.579999999998
1,2024-01-05 10:00:00,16721.4
1,2024-01-05 10:10:00,17051.77
1,2024-01-05 10:20:00,17323.59
1,2024-01-05 10:30:00,17475.85
1,2024-01-05 10:40:00,17524.57
1,2024-01-05 10:50:00,17469.56
1,2024-01-05 11:00:00,17428.55
1,2024-01-05 11:10:00,17329.33
1,2024-01-05 11:20:00,17396.44
1,2024-01-05 11:30:00,17256.16
1,2024-01-05 11:40:00,17315.27
1,2024-01-05 11:50:00,17328.11
1,2024-01-05 12:00:00,17169.18
1,2024-01-05 12:10:00,16913.13
1,2024-01-05 12:20:00,16774.45
1,2024-01-05 12:30:00,16842.6
1,2024-01-05 12:40:00,16704.3
1,2024-01-05 12:50:00,16758.77
1,2024-01-05 13:00:00,8842.57
1,2024-01-05 13:10:00,3645.27
1,2024-01-05 13:20:00,10786.01
1,2024-01-05 13:30:00,10266.6
1,2024-01-05 13:40:00,7476.12
1,2024-01-05 13:50:00,1721.73
1,2024-01-05 14:00:00,1218.72
1,2024-01-05 14:10:00,1389.86
1,2024-01-05 14:20:00,1411.5
1,2024-01-05 14:30:00,1002.89
1,2024-01-05 14:40:00,823.07
1,2024-01-05 14:50:00,679.04
1,2024-01-05 15:00:00,546.37
1,2024-01-05 15:10:00,286.7
1,2024-01-05 15:20:00,172.77
1,2024-01-05 15:30:00,95.51
1,2024-01-05 15:40:00,64.06
1,2024-01-05 15:50:00,60.98
1,2024-01-05 16:00:00,49.19
1,2024-01-05 16:10:00,39.879999999999995
1,2024-01-05 16:20:00,33.45
1,2024-01-05 16:30:00,21.95
1,2024-01-05 16:40:00,17.54
1,2024-01-05 16:50:00,12.25
1,2024-01-07 09:00:00,17.92
1,2024-01-07 09:10:00,37.7
1,2024-01-07 09:20:00,73.11
1,2024-01-07 09:30:00,70.69
1,2024-01-07 09:40:00,89.39
1,2024-01-07 09:50:00,153.82
1,2024-01-07 10:00:00,125.06
1,2024-01-07 10:10:00,84.53
1,2024-01-07 10:20:00,111.94
1,2024-01-07 10:30:00,124.86
1,2024-01-07 10:40:00,130.93
1,2024-01-07 10:50:00,166.47
1,2024-01-07 11:00:00,250.39000000000001
1,2024-01-07 11:10:00,199.99
1,2024-01-07 11:20:00,208.74
1,2024-01-07 11:30:00,236.78
1,2024-01-07 11:40:00,168.81
1,2024-01-07 11:50:00,140.71
1,2024-01-07 12:00:00,204.1
1,2024-01-07 12:10:00,190.71
1,2024-01-07 12:20:00,262.31
1,2024-01-07 12:30:00,290.93
1,2024-01-07 12:40:00,435.03000000000003
1,2024-01-07 12:50:00,372.03000000000003
1,2024-01-07 13:00:00,409.97
1,2024-01-07 13:10:00,319.01
1,2024-01-07 13:20:00,196.16
1,2024-01-07 13:30:00,152.01
1,2024-01-07 13:40:00,114.84
1,2024-01-07 13:50:00,114.73
1,2024-01-07 14:00:00,100.56
1,2024-01-07 14:10:00,77.64
1,2024-01-07 14:20:00,74.31
1,2024-01-07 14:30:00,69.17
1,2024-01-07 14:40:00,66.65
1,2024-01-07 14:50:00,82.44
1,2024-01-07 15:00:00,79.75
1,2024-01-07 15:10:00,93.89
1,2024-01-07 15:20:00,86.08
1,2024-01-07 15:30:00,66.6
1,2024-01-07 15:40:00,44.36
1,2024-01-07 15:50:00,31.7
1,2024-01-07 16:00:00,17.08
1,2024-01-07 16:10:00,14.27
1,2024-01-07 16:20:00,9.71
1,2024-01-07 16:30:00,3.5700000000000003
1,2024-01-07 16:40:00,1.29
1,2024-01-07 16:50:00,1.09
1,2024-01-08 09:00:00,884.63
1,2024-01-08 09:10:00,4117.150000000001
1,2024-01-08 09:20:00,838.29
1,2024-01-08 09:30:00,701.5
1,2024-01-08 09:40:00,2223.73
1,2024-01-08 09:50:00,3208.77
1,2024-01-08 10:00:00,2037.76
1,2024-01-08 10:10:00,2923.36
1,2024-01-08 10:20:00,4334.02
1,2024-01-08 10:30:00,2581.21
1,2024-01-08 10:40:00,3045.27
1,2024-01-08 10:50:00,2740.06
1,2024-01-08 11:00:00,3535.7400000000002
1,2024-01-08 11:10:00,2039.03
1,2024-01-08 11:20:00,1616.46
1,2024-01-08 11:30:00,1851.1
1,2024-01-08 11:40:00,5071.02
1,2024-01-08 11:50:00,10080.74
1,2024-01-08 12:00:00,4655.99
1,2024-01-08 12:10:00,5529.32
1,2024-01-08 12:20:00,3489.71
1,2024-01-08 12:30:00,3189.71
1,2024-01-08 12:40:00,6181.44
1,2024-01-08 12:50:00,12009.43
1,2024-01-08 13:00:00,8468.68
1,2024-01-08 13:10:00,4618.64
1,2024-01-08 13:20:00,2154.57
1,2024-01-08 13:30:00,2437.87
1,2024-01-08 13:40:00,8812.59
1,2024-01-08 13:50:00,16570.91
1,2024-01-08 14:00:00,7244.860000000001
1,2024-01-08 14:10:00,3521.02
1,2024-01-08 14:20:00,2485.65
1,2024-01-08 14:30:00,1729.24
1,2024-01-08 14:40:00,3260.92
1,2024-01-08 14:50:00,2527.23
1,2024-01-08 15:00:00,6461.78
1,2024-01-08 15:10:00,3776.44
1,2024-01-08 15:20:00,2241.11
1,2024-01-08 15:30:00,1408.02
1,2024-01-08 15:40:00,710.75
1,2024-01-08 15:50:00,574.45
1,2024-01-08 16:00:00,395.4
1,2024-01-08 16:10:00,235.98
1,2024-01-08 16:20:00,151.22
1,2024-01-08 16:30:00,82.95
1,2024-01-08 16:40:00,46.94
1,2024-01-08 16:50:00,26.91
1,2024-01-09 09:00:00,13877.3
1,2024-01-09 09:10:00,13176.28
1,2024-01-09 09:20:00,13522.25
1,2024-01-09 09:30:00,8711.84
1,2024-01-09 09:40:00,12017.92
1,2024-01-09 09:50:00,16240.82
1,2024-01-09 10:00:00,16313.28
1,2024-01-09 10:10:00,16439.66
1,2024-01-09 10:20:00,16527.8
1,2024-01-09 10:30:00,16635.96
1,2024-01-09 10:40:00,16936.37
1,2024-01-09 10:50:00,16781.29
1,2024-01-09 11:00:00,16965.17
1,2024-01-09 11:10:00,17073.89
1,2024-01-09 11:20:00,17566.87
1,2024-01-09 11:30:00,17871.22
1,2024-01-09 11:40:00,18033.59
1,2024-01-09 11:50:00,14205.86
1,2024-01-09 12:00:00,12156.65
1,2024-01-09 12:10:00,5276.45
1,2024-01-09 12:20:00,3829.65
1,2024-01-09 12:30:00,6052.35
1,2024-01-09 12:40:00,7568.49
1,2024-01-09 12:50:00,3116.68
1,2024-01-09 13:00:00,2961.48
1,2024-01-09 13:10:00,2649.12
1,2024-01-09 13:20:00,2425.3
1,2024-01-09 13:30:00,2032.58
1,2024-01-09 13:40:00,1671.38
1,2024-01-09 13:50:00,1360.88
1,2024-01-09 14:00:00,1755.45
1,2024-01-09 14:10:00,872.13
1,2024-01-09 14:20:00,996.31
1,2024-01-09 14:30:00,656.65
1,2024-01-09 14:40:00,364.11
1,2024-01-09 14:50:00,296.55
1,2024-01-09 15:00:00,291.64
1,2024-01-09 15:10:00,153.31
1,2024-01-09 15:20:00,94.77
1,2024-01-09 15:30:00,70.94
1,2024-01-09 15:40:00,45.71
1,2024-01-09 15:50:00,37.26
1,2024-01-09 16:00:00,26.38
1,2024-01-09 16:10:00,10.959999999999999
1,2024-01-09 16:20:00,2.8
1,2024-01-09 16:30:00,3.9
1,2024-01-09 16:40:00,5.12
1,2024-01-09 16:50:00,1.81
1,2024-01-10 09:00:00,536.79
1,2024-01-10 09:10:00,255.82000000000002
1,2024-01-10 09:20:00,254.87
1,2024-01-10 09:30:00,470.03999999999996
1,2024-01-10 09:40:00,595.32
1,2024-01-10 09:50:00,467.26
1,2024-01-10 10:00:00,604.86
1,2024-01-10 10:10:00,277.77
1,2024-01-10 10:20:00,221.04
1,2024-01-10 10:30:00,77.77
1,2024-01-10 10:40:00,43.89
1,2024-01-10 10:50:00,30.85
1,2024-01-10 11:00:00,51.84
1,2024-01-10 11:10:00,82.03999999999999
1,2024-01-10 11:20:00,102.34
1,2024-01-10 11:30:00,125.06
1,2024-01-10 11:40:00,142.45
1,2024-01-10 11:50:00,169.31
1,2024-01-10 12:00:00,294.87
1,2024-01-10 12:10:00,309.66999999999996
1,2024-01-10 12:20:00,291.2
1,2024-01-10 12:30:00,215.18
1,2024-01-10 12:40:00,109.66
1,2024-01-10 12:50:00,85.46
1,2024-01-10 13:00:00,69.86
1,2024-01-10 13:10:00,84.76
1,2024-01-10 13:20:00,40.4
1,2024-01-10 13:30:00,21.95
1,2024-01-10 13:40:00,23.12
1,2024-01-10 13:50:00,20.78
1,2024-01-10 14:00:00,29.310000000000002
1,2024-01-10 14:10:00,30.03
1,2024-01-10 14:20:00,46.089999999999996
1,2024-01-10 14:30:00,29.14
1,2024-01-10 14:40:00,25.5
1,2024-01-10 14:50:00,23.43
1,2024-01-10 15:00:00,22.04
1,2024-01-10 15:10:00,17.39
1,2024-01-10 15:20:00,6.26
1,2024-01-10 15:30:00,12.399999999999999
1,2024-01-10 15:40:00,7.59
1,2024-01-10 15:50:00,8.82
1,2024-01-10 16:00:00,7.38
1,2024-01-10 16:10:00,6.03
1,2024-01-10 16:20:00,4.48
1,2024-01-10 16:30:00,4.72
1,2024-01-10 16:40:00,2.2800000000000002
1,2024-01-10 16:50:00,1.1600000000000001
1,2024-01-12 09:00:00,2366.43
1,2024-01-12 09:10:00,3587.01
1,2024-01-12 09:20:00,5159.389999999999
1,2024-01-12 09:30:00,9926.53
1,2024-01-12 09:40:00,7296.34
1,2024-01-12 09:50:00,7254.89
1,2024-01-12 10:00:00,6045.52
1,2024-01-12 10:10:00,4260.74
1,2024-01-12 10:20:00,4865.81
1,2024-01-12 10:30:00,6103.46
1,2024-01-12 10:40:00,5306.1
1,2024-01-12 10:50:00,11316.49
1,2024-01-12 11:00:00,17062.94
1,2024-01-12 11:10:00,15319.07
1,2024-01-12 11:20:00,16995.52
1,2024-01-12 11:30:00,15046.42
1,2024-01-12 11:40:00,9591.23
1,2024-01-12 11:50:00,2292.31
1,2024-01-12 12:00:00,1832.06
1,2024-01-12 12:10:00,1870.26
1,2024-01-12 12:20:00,1829.6
1,2024-01-12 12:30:00,1437.92
1,2024-01-12 12:40:00,1240.89
1,2024-01-12 12:50:00,1082.53
1,2024-01-12 13:00:00,1123.47
1,2024-01-12 13:10:00,1206.99
1,2024-01-12 13:20:00,1161.76
1,2024-01-12 13:30:00,1018.11
1,2024-01-12 13:40:00,987.44
1,2024-01-12 13:50:00,937.1
1,2024-01-12 14:00:00,902.9
1,2024-01-12 14:10:00,957.55
1,2024-01-12 14:20:00,1141.86
1,2024-01-12 14:30:00,1112.87
1,2024-01-12 14:40:00,1158.98
1,2024-01-12 14:50:00,1011.73
1,2024-01-12 15:00:00,965.46
1,2024-01-12 15:10:00,511.53
1,2024-01-12 15:20:00,487.39
1,2024-01-12 15:30:00,609.29
1,2024-01-12 15:40:00,405.28
1,2024-01-12 15:50:00,294.57
1,2024-01-12 16:00:00,112.37
1,2024-01-12 16:10:00,56.62
1,2024-01-12 16:20:00,28.57
1,2024-01-12 16:30:00,13.28
1,2024-01-12 16:40:00,6.83
1,2024-01-12 16:50:00,3.4
1,2024-01-13 09:00:00,1836.8999999999999
1,2024-01-13 09:10:00,1761.49
1,2024-01-13 09:20:00,1205.02
1,2024-01-13 09:30:00,1727.0900000000001
1,2024-01-13 09:40:00,1919.96
1,2024-01-13 09:50:00,1030.66
1,2024-01-13 10:00:00,719.85
1,2024-01-13 10:10:00,992.24
1,2024-01-13 10:20:00,1368.12
1,2024-01-13 10:30:00,793.66
1,2024-01-13 10:40:00,641.08
1,2024-01-13 10:50:00,732.5799999999999
1,2024-01-13 11:00:00,1021.3199999999999
1,2024-01-13 11:10:00,1518.29
1,2024-01-13 11:20:00,1625.96
1,2024-01-13 11:30:00,1888.68
1,2024-01-13 11:40:00,2479.35
1,2024-01-13 11:50:00,2475.67
1,2024-01-13 12:00:00,1960.84
1,2024-01-13 12:10:00,1439.72
1,2024-01-13 12:20:00,874.39
1,2024-01-13 12:30:00,280.99
1,2024-01-13 12:40:00,395.89
1,2024-01-13 12:50:00,854.06
1,2024-01-13 13:00:00,717.82
1,2024-01-13 13:10:00,581.71
1,2024-01-13 13:20:00,498.86
1,2024-01-13 13:30:00,408.25
1,2024-01-13 13:40:00,612.75
1,2024-01-13 13:50:00,911.71
1,2024-01-13 14:00:00,888.76
1,2024-01-13 14:10:00,620.95
1,2024-01-13 14:20:00,522.97
1,2024-01-13 14:30:00,444.69
1,2024-01-13 14:40:00,291.28
1,2024-01-13 14:50:00,199.42
1,2024-01-13 15:00:00,184.29
1,2024-01-13 15:10:00,121.42999999999999
1,2024-01-13 15:20:00,52.7
1,2024-01-13 15:30:00,38.74
1,2024-01-13 15:40:00,35.57
1,2024-01-13 15:50:00,31.17
1,2024-01-13 16:00:00,24.22
1,2024-01-13 16:10:00,18.3
1,2024-01-13 16:20:00,7.9799999999999995
1,2024-01-13 16:30:00,6.66
1,2024-01-13 16:40:00,5.08
1,2024-01-13 16:50:00,3.39
1,2024-01-14 09:00:00,11032.4
1,2024-01-14 09:10:00,12417.57
1,2024-01-14 09:20:00,8250.39
1,2024-01-14 09:30:00,17018.36
1,2024-01-14 09:40:00,17236.1
1,2024-01-14 09:50:00,18101.26
1,2024-01-14 10:00:00,18573.36
1,2024-01-14 10:10:00,18494.76
1,2024-01-14 10:20:00,18340.18
1,2024-01-14 10:30:00,17723.53
1,2024-01-14 10:40:00,17285.23
1,2024-01-14 10:50:00,17527.33
1,2024-01-14 11:00:00,17320.59
1,2024-01-14 11:10:00,17914.47
1,2024-01-14 11:20:00,17919.71
1,2024-01-14 11:30:00,18071.18
1,2024-01-14 11:40:00,4849.67
1,2024-01-14 11:50:00,3715.41
1,2024-01-14 12:00:00,1687.8200000000002
1,2024-01-14 12:10:00,1732.37
1,2024-01-14 12:20:00,981.79
1,2024-01-14 12:30:00,849.61
1,2024-01-14 12:40:00,637.48
1,2024-01-14 12:50:00,467.43
1,2024-01-14 13:00:00,379.87
1,2024-01-14 13:10:00,410.93
1,2024-01-14 13:20:00,517.28
1,2024-01-14 13:30:00,1333.74
1,2024-01-14 13:40:00,1949.03
1,2024-01-14 13:50:00,1641.26
1,2024-01-14 14:00:00,1163.78
1,2024-01-14 14:10:00,780.35
1,2024-01-14 14:20:00,618.84
1,2024-01-14 14:30:00,553.96
1,2024-01-14 14:40:00,473.88
1,2024-01-14 14:50:00,323.5
1,2024-01-14 15:00:00,222.3
1,2024-01-14 15:10:00,158.43
1,2024-01-14 15:20:00,121.15
1,2024-01-14 15:30:00,120.15
1,2024-01-14 15:40:00,82.26
1,2024-01-14 15:50:00,26.62
1,2024-01-15 14:00:00,78.42
1,2024-01-15 14:10:00,220.94
1,2024-01-15 14:20:00,231.07
1,2024-01-15 14:30:00,188.09
1,2024-01-15 14:40:00,229.32999999999998
1,2024-01-15 14:50:00,356.24
1,2024-01-15 15:00:00,242.5
1,2024-01-15 15:10:00,214.77
1,2024-01-15 15:20:00,193.18
1,2024-01-15 15:30:00,235.70000000000002
1,2024-01-15 15:40:00,169.4
1,2024-01-15 15:50:00,177.2
1,2024-01-15 16:00:00,98.50999999999999
1,2024-01-15 16:10:00,90.5
1,2024-01-15 16:20:00,102.26
1,2024-01-15 16:30:00,99.45
1,2024-01-15 16:40:00,62.68
1,2024-01-15 16:50:00,25.72
1,2024-01-16 09:00:00,295.56
1,2024-01-16 09:10:00,257.92
1,2024-01-16 09:20:00,298.33
1,2024-01-16 09:30:00,402.23
1,2024-01-16 09:40:00,1148.26
1,2024-01-16 09:50:00,1586.93
1,2024-01-16 10:00:00,1801.76
1,2024-01-16 10:10:00,1862.84
1,2024-01-16 10:20:00,2700.39
1,2024-01-16 10:30:00,2228.01
1,2024-01-16 10:40:00,1416.47
1,2024-01-16 10:50:00,1840.18
1,2024-01-16 11:00:00,1595.47
1,2024-01-16 11:10:00,823.29
1,2024-01-16 11:20:00,661.28
1,2024-01-16 11:30:00,831.81
1,2024-01-16 11:40:00,1058.61
1,2024-01-16 11:50:00,1216.8
1,2024-01-16 12:00:00,1357.25
1,2024-01-16 12:10:00,1629.65
1,2024-01-16 12:20:00,1434.16
1,2024-01-16 12:30:00,809.74
1,2024-01-16 12:40:00,670.07
1,2024-01-16 12:50:00,677.48
1,2024-01-16 13:00:00,731.1
1,2024-01-16 13:10:00,651.84
1,2024-01-16 13:20:00,721.59
1,2024-01-16 13:30:00,563.81
1,2024-01-16 13:40:00,453.65
1,2024-01-16 13:50:00,477.99
1,2024-01-16 14:00:00,530.52
1,2024-01-16 14:10:00,623.27
1,2024-01-16 14:20:00,622.63
1,2024-01-16 14:30:00,524.5600000000001
1,2024-01-16 14:40:00,352.97
1,2024-01-16 14:50:00,237.27
1,2024-01-16 15:00:00,169.56
1,2024-01-16 15:10:00,190.14
1,2024-01-16 15:20:00,158.03
1,2024-01-16 15:30:00,97.44
1,2024-01-16 15:40:00,60.8
1,2024-01-16 15:50:00,42.55
1,2024-01-16 16:00:00,38.83
1,2024-01-16 16:10:00,27.53
1,2024-01-16 16:20:00,21.83
1,2024-01-16 16:30:00,19.06
1,2024-01-16 16:40:00,16.84
1,2024-01-16 16:50:00,12.73
1,2024-01-18 09:00:00,13684.6
1,2024-01-18 09:10:00,14592.93
1,2024-01-18 09:20:00,15459.18
1,2024-01-18 09:30:00,16043.55
1,2024-01-18 09:40:00,16635.95
1,2024-01-18 09:50:00,17028.49
1,2024-01-18 10:00:00,17270.6
1,2024-01-18 10:10:00,17266.09
1,2024-01-18 10:20:00,17360.06
1,2024-01-18 10:30:00,17377.67
1,2024-01-18 10:40:00,17367.53
1,2024-01-18 10:50:00,17418.3
1,2024-01-18 11:00:00,17405.92
1,2024-01-18 11:10:00,17523.68
1,2024-01-18 11:20:00,17539.25
1,2024-01-18 11:30:00,17064.98
1,2024-01-18 11:40:00,16633.25
1,2024-01-18 11:50:00,16778.42
1,2024-01-18 12:00:00,16766.07
1,2024-01-18 12:10:00,17809.739999999998
1,2024-01-18 12:20:00,15598.119999999999
1,2024-01-18 12:30:00,17514.42
1,2024-01-18 12:40:00,17107.64
1,2024-01-18 12:50:00,17179.52
1,2024-01-18 13:00:00,17488.14
1,2024-01-18 13:10:00,16636.25
1,2024-01-18 13:20:00,14896.039999999999
1,2024-01-18 13:30:00,15914.630000000001
1,2024-01-18 13:40:00,15323.13
1,2024-01-18 13:50:00,14824.380000000001
1,2024-01-18 14:00:00,14205.36
1,2024-01-18 14:10:00,13319.34
1,2024-01-18 14:20:00,12331.48
1,2024-01-18 14:30:00,11345.2
1,2024-01-18 14:40:00,10269.49
1,2024-01-18 14:50:00,9073.1
1,2024-01-18 15:00:00,7865.42
1,2024-01-18 15:10:00,6696.1
1,2024-01-18 15:20:00,5602.63
1,2024-01-18 15:30:00,4626.14
1,2024-01-18 15:40:00,3717.7
1,2024-01-18 15:50:00,2883.94
1,2024-01-18 16:00:00,2161.07
1,2024-01-18 16:10:00,1636.6
1,2024-01-18 16:20:00,1263.29
1,2024-01-18 16:30:00,333.25
1,2024-01-18 16:40:00,82.58
1,2024-01-18 16:50:00,41.75
1,2024-01-20 09:00:00,4533.150000000001
1,2024-01-20 09:10:00,8519.09
1,2024-01-20 09:20:00,14366.41
1,2024-01-20 09:30:00,15562.25
1,2024-01-20 09:40:00,15689.66
1,2024-01-20 09:50:00,16008.32
1,2024-01-20 10:00:00,16378.789999999999
1,2024-01-20 10:10:00,16550.93
1,2024-01-20 10:20:00,16820.54
1,2024-01-20 10:30:00,16951.01
1,2024-01-20 10:40:00,16834.71
1,2024-01-20 10:50:00,16548.95
1,2024-01-20 11:00:00,14431.19
1,2024-01-20 11:10:00,12975.28
1,2024-01-20 11:20:00,17045.95
1,2024-01-20 11:30:00,12185.18
1,2024-01-20 11:40:00,6856.66
1,2024-01-20 11:50:00,6898.27
1,2024-01-20 12:00:00,2596.98
1,2024-01-20 12:10:00,1461.78
1,2024-01-20 12:20:00,3221.16
1,2024-01-20 12:30:00,8020.030000000001
